,고유번호,기업명,자산총계,부채총계,자본총계,당기순이익,연도
2395,01010642,지씨셀,68064635506,20201476121,47863159385,-2232942699,2019
2396,01029394,에코마케팅,139596963745,30155128520,109441835225,33353049263,2019
2397,01167056,샘표식품,225820989936,68786325878,157034664058,26815741454,2019
2398,01181515,엘앤씨바이오,66226107019,5955350052,60270756967,8453916728,2019
2399,01182444,셀리버리,30858307204,3574884640,27283422564,-19649973409,2019
2400,01203808,AP시스템,420965874474,306842978155,114122896319,9451469310,2019
2401,01208885,경동도시가스,749999474069,410387431240,339612042829,24638348063,2019
2402,01261893,케이씨텍,337558339992,49076929494,288481410498,36867140006,2019
2403,01267170,SK케미칼,2131709150029,1413002857170,718706292859,5021553809,2019
2404,01316236,효성화학,2063516498234,1608808058312,454708439922,87823448279,2019
2405,00105101,예스코홀딩스,1544289720044,935303805905,608985914139,22132121430,2019
2406,00105952,LS,10763512000000,6492184000000,4271328000000,92824000000,2019
2407,00106669,세아베스틸지주,3576889161377,1593798152255,1983091009122,19189145067,2019
2408,00107677,비비안,133298819200,31975895773,101322923427,-2433111817,2019
2409,00111689,대우부품,77481781151,40546449044,36935332107,-2477989814,2019
2410,00111810,대웅,1668172836674,641926245953,1026246590721,71342383271,2019
2411,00114552,도화엔지니어링,408972323161,156395392101,252576931060,17382973594,2019
2412,00118008,동원금속,488010834964,448530771175,39480063789,-22756980671,2019
2413,00120526,롯데쇼핑,33972615751676,22181607402723,11791008348953,-816477652183,2019
2414,00121969,에쓰씨엔지니어링,373872724597,218561748195,155310976402,-4376261902,2019
2415,00125530,SPC삼립,1196293065818,873555341998,322737723820,20238430218,2019
2416,00125743,현대비앤지스틸,608637133792,205663765259,402973368533,21775481082,2019
2417,00125974,삼부토건,420653154927,220071088374,200582066553,7421711533,2019
2418,00126362,삼성SDI,19852096448004,7191751252868,12660345195136,402366429569,2019
2419,00126371,삼성전기,8674248229943,3244151344435,5430096885508,528048551036,2019
2420,00126380,삼성전자,352564497000000,89684076000000,262880421000000,21738865000000,2019
2421,00126955,삼양식품,470358961825,182721296801,287637665024,60028836929,2019
2422,00127042,삼양통상,371695422735,42948126220,328747296515,44199831595,2019
2423,00128546,삼천당제약,290150966088,66954254388,223196711700,19599719713,2019
2424,00129013,CJ씨푸드,127344142441,62991685790,64352456651,1827957679,2019
2425,00131832,SK디스커버리,5000106971919,2676892387305,2323214584614,250196740333,2019
2426,00132354,쿠쿠홀딩스,812577596793,138892363469,673685233324,79433102065,2019
2427,00133618,세기상사,41553081175,19117276020,22435805155,-941242588,2019
2428,00133858,세방전지,1510688832503,455999231166,1054689601337,78426012423,2019
2429,00134176,세우글로벌,45520999151,5687963598,39833035553,82817639,2019
2430,00135111,수산중공업,183159348285,82803200046,100356148239,145346201,2019
2431,00136776,제이준코스메틱,123890346430,70637553420,53252793010,-89255580230,2019
2432,00137368,신풍제지,185645915217,116748064314,68897850903,19541025649,2019
2433,00138260,SIMPAC,679145849664,237950364477,441195485187,9487516197,2019
2434,00138701,아세아,2869496179442,1408374046156,1461122133286,94517881273,2019
2435,00140177,GS리테일,7054847638519,4504006759724,2550840878795,143624028195,2019
2436,00141307,영풍,4832690295550,1134239777503,3698450518047,207399648612,2019
2437,00143651,웅진,2911024479663,2636630182676,274394296987,-228082288556,2019
2438,00145446,이건산업,422594844656,244131945700,178462898956,1016877021,2019
2439,00146542,일정실업,60518947241,30985290305,29533656936,-13601284695,2019
2440,00149345,조흥,218025804893,88563688405,129462116488,7845406539,2019
2441,00149947,JW중외제약,573207865158,343116046194,230091818964,-25275015882,2019
2442,00150165,브이티지엠피,135892621486,74641891991,61250729495,3411551246,2019
2443,00150633,지누스,755067849936,380924219494,374143630442,72426383855,2019
2444,00151298,DSR제강,201633523680,59774431978,141859091702,6757020209,2019
2445,00152385,에이프로젠 MED,647173456474,129637802539,517535653935,18325774692,2019
2446,00152880,코오롱글로벌,2205364574512,1750352151584,455012422928,33589059878,2019
2447,00155948,코웰패션,364382589371,108037612274,256344977097,54430695891,2019
2448,00156354,지엠비코리아,486911659993,253229573230,233682086763,1791090739,2019
2449,00156691,한국공항,464725240306,141690618625,323034621681,16263109328,2019
2450,00157681,롯데정밀화학,1792685481726,299572633402,1493112848324,168371662088,2019
2451,00158325,NICE평가정보,319082830527,94901758099,224181072428,40781413459,2019
2452,00158501,에스원,1794959719010,467353241485,1327606477525,146641281537,2019
2453,00160205,한국내화,209255063529,68784713068,140470350461,4286221933,2019
2454,00162461,한화솔루션,15681128868341,9875281658412,5805847209929,-248864999187,2019
2455,00163716,한창,91847934347,65108889462,26739044885,-1808270962,2019
2456,00164830,한국조선해양,25055372817000,12129057655000,12926315162000,213081106000,2019
2457,00165413,롯데케미칼,20043105157128,5989974765604,14053130391524,756665993886,2019
2458,00169048,HLB글로벌,129401748880,48334755664,81066993216,-22868904682,2019
2459,00173032,동화기업,1440636414216,762943947215,677692467001,43410161128,2019
2460,00173102,모나리자,77097694505,11976687468,65121007037,2430877771,2019
2461,00174527,화성산업,612625098488,241628151279,370996947209,7672692424,2019
2462,00178754,동아지질,322274033777,128394044864,193879988913,19042767946,2019
2463,00190321,케이티,34061292000000,18874339000000,15186953000000,669347000000,2019
2464,00203315,콘텐트리중앙,1161637851755,741057775616,420580076139,10629284402,2019
2465,00209780,케이씨,680451757879,173166657773,507285100106,57039234658,2019
2466,00220561,광주신세계,752423111011,91233250480,661189860531,47668959130,2019
2467,00234412,신세계인터내셔날,1128879552270,529582127395,599297424875,74001043061,2019
2468,00247975,솔브레인홀딩스,1159459650316,317791133396,841668516920,119290716527,2019
2469,00256955,테이팩스,145029438741,44310890097,100718548644,7629754575,2019
2470,00258801,카카오,8737255755774,2997138004486,5740117751288,-341924578348,2019
2471,00265324,CJ ENM,5434907587861,2283014093463,3151893494398,58615849418,2019
2472,00266961,NAVER,12299527120786,5795601052206,6503926068580,396821062465,2019
2473,00365387,AJ네트웍스,1803255225986,1455914070366,347341155620,42128594358,2019
2474,00365590,HLB생명과학,404935129999,70510314740,334424815259,7562007259,2019
2475,00398701,엘앤에프,416201278724,284380746162,131820532562,-8809230051,2019
2476,00411385,유비쿼스홀딩스,295097245791,40046446324,255050799467,13911860744,2019
2477,00415594,동국S&C,400888033956,124701679298,276186354658,8953843273,2019
2478,00441243,형지엘리트,120785275950,57403836087,63381439863,-9595881784,2019
2479,00476498,컴투스,1004978011306,79534537081,925443474225,109600865056,2019
2480,00508344,SK디앤디,1396932626675,1035507874191,361424752484,44903285859,2019
2481,00530185,이엔에프테크놀로지,386226183928,117201378805,269024805123,46731623774,2019
2482,00531917,톱텍,451010685889,109147873874,341862812015,210762299,2019
2483,00536541,에코프로,927834885423,480853915260,446980970163,37363584377,2019
2484,00540605,이월드,481844099742,94805649072,387038450670,12866243276,2019
2485,00545929,제넥신,358176683376,61267262279,296909421097,-16509197492,2019
2486,00556907,에이스테크,380498821341,291357544327,89141277014,-9694691802,2019
2487,00623661,원익머트리얼즈,358756324636,51300386088,307455938548,28106267557,2019
2488,00631837,안트로젠,84593764521,16200115820,68393648701,-4049844876,2019
2489,00653024,진에어,704417547512,512670006857,191747540655,-56651756079,2019
2490,00693554,티케이케미칼,680221626652,408539886652,271681740000,9491937859,2019
2491,00787376,대성에너지,697193345995,390716664324,306476681671,13033218360,2019
2492,00816544,토니모리,240877329898,142299571529,98577758369,-5699436292,2019
2493,01042775,만도,4595620752355,3010006243656,1585614508699,118239649304,2019
2494,01061558,덕산네오룩스,181310980033,21368228323,159942751710,19157035118,2019
2495,01237540,이녹스첨단소재,337430507971,156781710093,180648797878,34540956511,2019
2496,01238169,오리온,2452307263966,784763985498,1667543278468,220467907564,2019
2497,01256864,에이비엘바이오,142902744782,10894548752,132008196030,-37004630514,2019
2498,01310269,HDC현대산업개발,4409550765094,2177817169241,2231733595853,413669803493,2019
2499,00103042,케이씨티시,424339573527,227018310859,197321262668,8204305326,2019
2500,00104768,가온전선,512573535099,255845320372,256728214727,5462904198,2019
2501,00105855,엘에스일렉트릭,2538144406862,1175461604523,1362682802339,103042611501,2019
2502,00107224,남선알미늄,295529661298,116429406807,179100254491,14479408996,2019
2503,00107987,남해화학,581138671065,147178509592,433960161473,16040767746,2019
2504,00108065,쎌마테라퓨틱스,15416253498,12185583539,3230669959,-24743331438,2019
2505,00108135,녹십자홀딩스,2773868507077,1267272303306,1506596203771,-30476551590,2019
2506,00108241,농심,2653049874906,712306478095,1940743396811,71068947413,2019
2507,00111458,대영포장,212247462712,61710681421,150536781291,10790536027,2019
2508,00111704,대우조선해양,11276078800189,7521182251648,3754896548541,-46485191069,2019
2509,00111847,대원강업,1047989108475,460690033819,587299074656,21198892867,2019
2510,00113234,대한제당,1143146276000,678824911000,464321365000,14430621000,2019
2511,00113410,CJ대한통운,9110016110171,5454770837946,3655245272225,50889855210,2019
2512,00113997,일진머티리얼즈,1036929000000,221477000000,815451000000,46839000000,2019
2513,00114808,동국제약,544383939658,158964253939,385419685719,59050118781,2019
2514,00115065,동남합성,95135740836,20613954021,74521786815,17838941012,2019
2515,00116949,디티알오토모티브,911746199157,285645034477,626101164680,68290129655,2019
2516,00117027,알루코,772552136753,486695490398,285856646355,-6794706665,2019
2517,00118275,디아이,214826209392,72546180644,142280028748,505375916,2019
2518,00118451,동일제강,147022929971,16473576150,130549353821,1116855554,2019
2519,00119195,동화약품,376028553041,75153958643,300874594398,9393854731,2019
2520,00121534,MH에탄올,451474450928,372085373835,79389077093,-7552042785,2019
2521,00123143,보령,507628914110,224675238099,282953676011,32221802685,2019
2522,00123718,부광약품,388534557104,62048555734,326486001370,-7434843163,2019
2523,00124540,대우건설,9697696817049,7209447915772,2488248901277,201239572363,2019
2524,00126089,대유플러스,1087246344837,927815166853,159431177984,18296510133,2019
2525,00126937,삼양홀딩스,3589514000000,1560007000000,2029507000000,62044000000,2019
2526,00127802,삼익THK,392601234738,204252383669,188348851069,3265422647,2019
2527,00131197,서원,221983443098,114319100275,107664342823,3132955023,2019
2528,00132637,동원시스템즈,1154599033765,580838139577,573760894188,46800082986,2019
2529,00134316,세원정공,619489296452,107650081427,511839215025,-18361641054,2019
2530,00134963,송원산업,894324000000,458743000000,435581000000,35008000000,2019
2531,00136378,신세계,13018488597582,7503358313766,5515130283816,593123359795,2019
2532,00137252,사조동아원,466881522100,269876818325,197004703775,887403451,2019
2533,00138190,GS글로벌,1205244855027,825321063730,379923791297,-16661330444,2019
2534,00139889,SKC,3972988752154,2246614915284,1726373836870,67392287037,2019
2535,00141149,영진약품,200445669435,84694521338,115751148097,5029923813,2019
2536,00148920,조광페인트,312545228445,139810538180,172734690265,-2312930822,2019
2537,00149026,CS홀딩스,314291512839,28138799708,286152713131,16603891978,2019
2538,00152862,코오롱,3618574586543,2896670991085,721903595458,-22220930243,2019
2539,00153621,참엔지니어링,715417745486,636334065898,79083679588,-16511430083,2019
2540,00153861,태영건설,5916135643476,4344689189810,1571446453666,99503774891,2019
2541,00155258,포스코스틸리온,503427114164,282344544025,221082570139,2577866166,2019
2542,00155319,POSCO홀딩스,79058661130791,31263954310516,47794706820275,1982637208513,2019
2543,00157991,한국석유공업,292834924073,154120763935,138714160138,-7676789956,2019
2544,00159810,카프로,364396472763,179881326835,184515145928,-82819230050,2019
2545,00160047,한국앤컴퍼니,3607086237555,228514096501,3378572141054,163291036353,2019
2546,00161426,한미사이언스,910832376933,265145244742,645687132191,30742878636,2019
2547,00164636,HDC,4208951127647,1857740750416,2351210377231,275086282251,2019
2548,00164724,현대엘리베이터,2547731188376,1599552353773,948178834603,43590611382,2019
2549,00164742,현대자동차,194512220000000,118146466000000,76365754000000,2767666000000,2019
2550,00164779,SK하이닉스,64789494000000,16846299000000,47943195000000,2016391000000,2019
2551,00171636,한솔홀딩스,666384880000,210254480000,456130400000,26288616000,2019
2552,00172185,남성,204791616714,118867535110,85924081604,-2196176695,2019
2553,00173874,넥센타이어,3436052113324,1878147339719,1557904773605,118452091045,2019
2554,00198697,일진디스플,126231325784,75916087030,50315238754,-30408090188,2019
2555,00201450,SK렌터카,1645170543768,1300430900769,344739642999,16301183725,2019
2556,00203582,한솔홈데코,295749540222,141583076109,154166464113,-4557550972,2019
2557,00216647,원익홀딩스,1225200283131,286598904239,938601378892,48981665695,2019
2558,00225742,KT서브마린,120947251035,18451813738,102495437297,486032423,2019
2559,00238782,다우데이타,25214812744391,22437866875674,2776945868717,408847437502,2019
2560,00246417,이오테크닉스,446385712806,52598515328,393787197478,11846028169,2019
2561,00299002,한라홀딩스,1760403390796,874308075226,886095315570,41062916054,2019
2562,00339391,한화시스템,2409244539695,1440803950676,968440589019,72896109675,2019
2563,00349097,케이티스카이라이프,848276023038,142838692816,705437330222,56007736739,2019
2564,00350312,HDC랩스,237219484988,68592552104,168626932884,-5896574240,2019
2565,00356370,LG생활건강,6493669662971,2256581997835,4237087665136,788173092234,2019
2566,00364467,드림어스컴퍼니,171585554854,53668515015,117917039839,-48005522146,2019
2567,00398792,SNT모티브,1038905998088,302937030444,735968967644,3698578329,2019
2568,00412348,엘비세미콘,478594871586,289298787355,189296084231,36546958551,2019
2569,00426086,티케이지휴켐스,913867790900,242216557355,671651233545,70312286238,2019
2570,00428321,해태제과식품,756850481301,512734563496,244115917805,-34681988078,2019
2571,00486097,나스미디어,356236026063,203104629604,153131396459,22484087777,2019
2572,00526599,덴티움,547106597705,340573233068,206533364637,13711060107,2019
2573,00561866,락앤락,799933632133,115924731051,684008901082,16377107778,2019
2574,00585219,세원이앤씨,358714548211,182068359456,176646188755,-5692132496,2019
2575,00589127,KEC,334212514493,120251347214,213961167279,-19726091295,2019
2576,00628189,웅진씽크빅,2462969353926,1981766140153,481203213773,-141193846829,2019
2577,00646732,진양홀딩스,513948279120,141257508704,372690770416,22883348761,2019
2578,00652423,인바이오젠,90919390110,24922912269,65996477841,13123921513,2019
2579,00670340,씨에스윈드,735606528549,365772481128,369834047421,34682366867,2019
2580,00753643,컨버즈,27366791049,30562180277,-3195389228,-15957067508,2019
2581,00791209,초록뱀헬스케어,69804707697,33869690324,35935017373,-4806226997,2019
2582,00797364,KC코트렐,332019580962,255790882588,76228698374,674316491,2019
2583,00857727,하림,768027563706,513207511388,254820052318,-39850731728,2019
2584,01061327,클래시스,113657441301,25740865729,87916575572,33393937816,2019
2585,01152470,펄어비스,867391014845,278374337593,589016677252,157651213701,2019
2586,01160363,에코프로비엠,650356539054,280149616060,370206922994,34481003746,2019
2587,01168684,스튜디오드래곤,581557107129,153306914808,428250192321,26424613466,2019
2588,01262458,동아타이어,385817625755,28925145005,356892480750,24709191609,2019
2589,01412725,두산퓨얼셀,495760902227,328990349546,166770552681,11870980021,2019
2590,00104698,LS네트웍스,1168087093967,648675752250,519411341717,-69084911468,2019
2591,00105873,LG디스플레이,35574563000000,23086282000000,12488281000000,-2872078000000,2019
2592,00106623,현대위아,6774339000000,3682530000000,3091809000000,55207000000,2019
2593,00108913,대교,919873574796,306647026396,613226548400,17155259928,2019
2594,00115676,KG스틸,2355272181531,1465811581194,889460600337,-33537540472,2019
2595,00116824,동아쏘시오홀딩스,1358576945107,611673079204,746903865903,19975207429,2019
2596,00117212,두산,29169746816091,22350207440680,6819539375411,433106772532,2019
2597,00117276,네이처셀,93110327987,11221552649,81888775338,902008728,2019
2598,00124027,부산산업,135954197945,58344659881,77609538064,6938910445,2019
2599,00128412,삼진제약,244151047503,46676832294,197474215209,11880756674,2019
2600,00129235,삼화왕관,238659774632,93563775828,145095998804,8350350219,2019
2601,00131780,SK네트웍스,10138772000000,7833519000000,2305253000000,-122613000000,2019
2602,00141626,오리엔트바이오,84088996364,21442606030,62646390334,-30174299094,2019
2603,00149239,조일알미늄,289296274077,175845827113,113450446964,-76711469779,2019
2604,00150439,진양산업,54529283571,13467024428,41062259143,6822508738,2019
2605,00153339,태경산업,561358060153,218157319301,343200740852,25552233451,2019
2606,00153393,태광산업,4357125481998,873310011324,3483815470674,167539648105,2019
2607,00154462,아모레퍼시픽그룹,8281393134177,1801246303938,6480146830239,282404951730,2019
2608,00157104,대동전자,170960180122,33056204010,137903976112,3456272945,2019
2609,00159193,한국전력공사,197597792000000,128708143000000,68889649000000,-2263535000000,2019
2610,00159500,한국종합기술,275869879094,180342219484,95527659610,-3556157627,2019
2611,00159616,두산에너빌리티,24809249181179,18607256196356,6201992984823,-104367151406,2019
2612,00160302,코스모화학,517011539183,285774553899,231236985284,-14545817092,2019
2613,00160621,한국화장품제조,84182716932,36155653713,48027063219,-1488200409,2019
2614,00161709,퍼시스,481827215370,37914525977,443912689393,33958311829,2019
2615,00164645,HMM,7160187000000,6069878000000,1090309000000,-589837000000,2019
2616,00191472,KPX케미칼,537885808227,61823289283,476062518944,42158175661,2019
2617,00203290,한국콜마홀딩스,1095090642159,491312220825,603778421334,72236250997,2019
2618,00204208,마니커,183165053726,94991769571,88173284155,-17510236300,2019
2619,00217947,신세계건설,777742155728,580161084784,197581070944,17514766085,2019
2620,00219486,신세계I&C,289754542752,90518810712,199235732040,10657452787,2019
2621,00261285,한국가스공사,39311854557705,31165333774702,8146520783003,58269151996,2019
2622,00265041,KCI,78286906487,13198941453,65087965034,11414878602,2019
2623,00269940,하나투어,1007555858340,789676410105,217879448235,-11951851519,2019
2624,00280688,SBS콘텐츠허브,197100484106,41843188279,155257295827,554786328,2019
2625,00344287,현대두산인프라코어,11338592981121,7071040942862,4267552038259,395698170996,2019
2626,00353610,이니텍,259984863121,59078574750,200906288371,-7571534036,2019
2627,00367844,자이에스앤디,278480540619,133345267672,145135272947,12432810727,2019
2628,00372873,KTis,311822912174,143550654554,168272257620,9203428102,2019
2629,00508274,일진다이아,249110385049,64486375949,184624009100,12768968128,2019
2630,00539274,대상홀딩스,2896302561947,1686999742086,1209302819861,138230328742,2019
2631,00554024,셀트리온헬스케어,2848904874116,1183011066877,1665893807239,64961999795,2019
2632,00583442,노루페인트,627342505016,304973893909,322368611107,18899752918,2019
2633,00585608,다나와,154181937926,44514345160,109667592766,23583163329,2019
2634,00795135,코오롱인더,5293102915762,3166766472588,2126336443174,22121808463,2019
2635,00796994,조선선재,121051072476,10573544184,110477528292,12811453061,2019
2636,00828497,한미약품,1913706257532,1091444832633,822261424899,63867247550,2019
2637,00896285,삼양사,2388160000000,1093690000000,1294470000000,52888000000,2019
2638,00939331,한국콜마,2400309459227,1552436552292,847872906935,33637990905,2019
2639,00956930,동아에스티,1008775745560,362918121385,645857624175,70912712898,2019
2640,00983040,한진칼,2693659191237,1272981765136,1420677426101,-260570998880,2019
2641,00990165,아세아시멘트,1915960050672,1109991859034,805968191638,28890961841,2019
2642,01011438,에이치엘사이언스,94422424271,13211994590,81210429681,19742338937,2019
2643,01067516,골프존,312587282698,112544403573,200042879125,16213887662,2019
2644,01159853,휴온스,300341675410,102120356097,198221319313,37412974851,2019
2645,01205709,HD현대,25715535189000,13830840336000,11884694853000,115347380000,2019
2646,01267684,쿠쿠홈시스,626581362085,168765448284,457815913801,79879069611,2019
2647,01316227,효성티앤씨,3224306571635,2641352828666,582953742969,122022892754,2019
2648,01316245,효성중공업,4000830147806,3010332682377,990497465429,16022962032,2019
2649,01316254,효성첨단소재,2531098756779,2125698242339,405400514440,-52906924766,2019
2650,01325979,세아제강,1028798817353,457600803895,571198013458,24851986944,2019
2651,01336373,메드팩토,80699693188,2004822700,78694870488,-13515612832,2019
2652,00102113,경인양행,412996589313,189237206800,223759382513,13801882002,2018
2653,00103592,광동제약,732056804258,301218199947,430838604311,21974420332,2018
2654,00104519,국보,48188112711,34775906618,13412206093,-3999571864,2018
2655,00104786,미래아이앤지,57570342895,2436861227,55133481668,-10844132475,2018
2656,00104999,윌비스,304848694739,172760357239,132088337500,-6621621763,2018
2657,00109286,대동,772716727753,555212961283,217503766470,1464261985,2018
2658,00109693,DL,12833716731566,6783472629934,6050244101632,678088773944,2018
2659,00113225,대한제강,657105859875,222188927879,434916931996,-17788071881,2018
2660,00113535,대한해운,2932927976230,2153447841253,779480134977,78279906164,2018
2661,00115977,아이에스동서,2182677488650,1074869829010,1107807659640,243839058172,2018
2662,00116268,동성제약,140196083360,82711668118,57484415242,-5744557944,2018
2663,00117629,동양철관,163635516093,84573141731,79062374362,-6577716239,2018
2664,00121941,대상,2198994807292,1270279648421,928715158871,65398472299,2018
2665,00122551,백산,294732635620,156642322898,138090312722,14947471150,2018
2666,00122898,벽산,474553686577,178853514030,295700172547,8429355848,2018
2667,00123107,보락,53313420319,9552032987,43761387332,1105109206,2018
2668,00124090,한국특강,341713076001,247042182687,94670893314,-5715603310,2018
2669,00124197,세아제강지주,2445381294325,1092781938119,1352599356206,322767021160,2018
2670,00124726,빙그레,653929092795,108852814244,545076278551,34201160684,2018
2671,00126478,삼성중공업,14282891986284,7536612429439,6746279556845,-388188868698,2018
2672,00127158,씨아이테크,42991097090,18743198927,24247898163,-3028912686,2018
2673,00127255,삼영화학공업,105230477980,58881796689,46348681291,-6889180584,2018
2674,00128971,DL건설,796093447022,428472434911,367621012111,64533986454,2018
2675,00129509,한익스프레스,199582549272,132610532568,66972016704,5264503076,2018
2676,00132211,SUN&L,625332075304,370234851237,255097224067,-9193105191,2018
2677,00133812,세방,988929794075,173138297698,815791496377,43533468404,2018
2678,00133991,세아특수강,500036174880,174942949489,325093225391,11067241237,2018
2679,00134477,SNT중공업,845671572122,238166577254,607504994868,19818448007,2018
2680,00134510,세종공업,871007601480,509643298783,361364302697,-19354678386,2018
2681,00134565,이스타코,80340272366,45937366578,34402905788,-5224269219,2018
2682,00136341,신성통상,656445420136,425712976371,230732443765,2819643115,2018
2683,00138297,STX,554061000000,490033000000,64028000000,9107000000,2018
2684,00138729,아세아제지,812379764128,278850766025,533528998103,78682472379,2018
2685,00140964,영원무역홀딩스,3262155792804,1081984943807,2180170848997,152106278538,2018
2686,00141273,웰바이오텍,111157696775,34755552649,76402144126,-16307430258,2018
2687,00141389,영풍정밀,336180443126,51436910441,284743532685,11324024146,2018
2688,00141413,영화금속,208397874825,138829452608,69568422217,1030946091,2018
2689,00142661,우성,282202976193,123018103840,159184872353,-4217562297,2018
2690,00144164,SK가스,3755607241785,2112825033442,1642782208343,55438443461,2018
2691,00145598,이연제약,303166752160,77774822762,225391929398,1341492297,2018
2692,00145686,이화산업,287450244324,104645608360,182804635964,-1653685904,2018
2693,00148948,조비,94027701306,45775103439,48252597867,328219755,2018
2694,00148993,하이트진로홀딩스,3989286142629,2893499586106,1095786556523,8640979789,2018
2695,00152039,SG글로벌,199625376276,72570150246,127055226030,3250522428,2018
2696,00152686,코리아써키트,500488797322,112712773428,387776023894,-27865837303,2018
2697,00153755,태양금속공업,396326285098,298510774633,97815510465,-5440408192,2018
2698,00155355,풀무원,1214578439819,774795098811,439783341008,12638784904,2018
2699,00155531,풍산홀딩스,879345785241,165914670595,713431114646,14489483368,2018
2700,00156150,하이트론씨스템즈,64127489023,29790347310,34337141713,717134252,2018
2701,00158149,한국쉘석유,144599597573,45048636508,99550961065,24960348700,2018
2702,00158219,시그네틱스,200399591876,53068770905,147330820971,-6230357983,2018
2703,00159698,지역난방공사,5657998588545,4097846102644,1560152485901,-226523717197,2018
2704,00160375,진양폴리우레탄,35008057720,15980896202,19027161518,957732274,2018
2705,00164706,현대약품,146106458847,57980303636,88126155211,-2106347792,2018
2706,00168331,국동,123134701589,74659656782,48475044807,2111761201,2018
2707,00168401,금비,252892158482,96639999158,156252159324,10167339041,2018
2708,00171265,파라다이스,3150767406528,1524675674151,1626091732377,-44147197621,2018
2709,00172228,엔케이,205486073644,84583472228,120902601416,-29345858872,2018
2710,00173944,우진,211028961226,80001984352,131026976874,-7205033366,2018
2711,00176835,농우바이오,264252672962,35598311026,228654361936,28648917159,2018
2712,00181299,상아프론테크,239055868118,119838375154,119217492964,12063782586,2018
2713,00187415,코미팜,139903685082,41916874470,97986810612,-15510105231,2018
2714,00210856,코아스,78534356853,55088038992,23446317861,-124421653,2018
2715,00228350,신화인터텍,200454305557,113355752402,87098553155,-5126284935,2018
2716,00260383,대한유화,1983913415064,282816338799,1701097076265,257413487091,2018
2717,00292434,인트론바이오,54796362663,15650370016,39145992647,8708964811,2018
2718,00300548,현대리바트,678896575415,231521676527,447374898888,38881124433,2018
2719,00301246,SFA반도체,627366722843,339642929064,287723793779,13275799995,2018
2720,00366137,KG ETS,226025058989,75893995298,150131063691,11266355305,2018
2721,00369170,인터플렉스,368234205898,123911707657,244322498241,-79426986917,2018
2722,00378628,KH바텍,298635095837,124237324878,174397770959,-39098140325,2018
2723,00400857,에이블씨엔씨,388078220561,69265328179,318812892382,-11695786527,2018
2724,00406046,STX중공업,567197922629,413326429433,153871493196,-104718213039,2018
2725,00413046,셀트리온,3540626673954,907848812346,2632777861608,253563110762,2018
2726,00414850,효성 ITX,121415205503,73641931968,47773273535,7524491447,2018
2727,00453929,메디포스트,175753119554,48949435713,126803683841,-2007490667,2018
2728,00454946,그린케미칼,189074021670,81834672164,107239349506,2513016259,2018
2729,00458234,아시아나IDT,215213976845,60657709008,154556267837,9617595408,2018
2730,00549891,케어젠,218938147534,14266470810,204671676724,16251788540,2018
2731,00573579,평화산업,178368752866,156231062678,22137690188,-44077297673,2018
2732,00587457,갤럭시아머니트리,229962292901,146361459734,83600833167,4824907880,2018
2733,00608802,텔콘RF제약,181794659408,26343023728,155451635680,-15174104762,2018
2734,00612294,피엔티,290894933341,221239782063,69655151278,740319768,2018
2735,00632304,JW홀딩스,1275635933948,874638659363,400997274585,36439376690,2018
2736,00648721,SNT에너지,280991533997,49715044087,231276489910,1825479187,2018
2737,00823429,한국화장품,95021031123,42242933148,52778097975,-7746017399,2018
2738,00828789,대성산업,1092773443347,641403854791,451369588556,-6828312840,2018
2739,00852087,시디즈,72030520714,46895928346,25134592368,4018580505,2018
2740,00855093,선진,917160519320,586037999760,331122519560,18495997523,2018
2741,01009789,코스맥스,1061541156258,819694886005,241846270253,21062588320,2018
2742,01108099,현대코퍼레이션홀딩스,188799168488,20526680743,168272487745,3734854386,2018
2743,00105466,KCC건설,969157830353,615539948148,353617882205,24144268990,2018
2744,00105606,금호에이치티,238380055775,113528185805,124851869970,7792877063,2018
2745,00106368,금호석유화학,4616720747880,2268573649773,2348147098107,503082598293,2018
2746,00107613,이수페타시스,505590088623,327935051269,177655037354,-7371813223,2018
2747,00108940,대성홀딩스,1117337450347,584723014531,532614435816,23779128569,2018
2748,00109189,대덕,1136921457348,152995020332,983926437016,264713548233,2018
2749,00110608,DSR,225031293123,77555224348,147476068775,8019140276,2018
2750,00116301,NI스틸,243908883157,137609986314,106298896843,10204491685,2018
2751,00118345,디아이동일,947634080850,435009297336,512624783514,13824871638,2018
2752,00120076,LX인터내셔널,5038072460864,3488534828304,1549537632560,-35991404090,2018
2753,00122579,BYC,738431267101,331027820118,407403446983,9092446196,2018
2754,00122737,팬오션,4119496000000,1459059000000,2660437000000,148645000000,2018
2755,00123541,보해양조,200457249206,131069625174,69387624032,-27873300912,2018
2756,00123781,부국철강,123795692378,11497812160,112297880218,2078602811,2018
2757,00124151,부산주공,305453047807,248738969584,56714078223,-21494392902,2018
2758,00126414,삼성제약,160646663782,28983686630,131662977152,-2075705824,2018
2759,00126566,한화에어로스페이스,7396686212948,4760935791485,2635750421463,49251058766,2018
2760,00129280,삼화전자공업,64280395686,45022530031,19257865655,-4269992792,2018
2761,00129350,삼화콘덴서공업,220047088145,92675962566,127371125579,61927531110,2018
2762,00129679,녹십자,1723409866445,597203089096,1126206777349,34249899538,2018
2763,00130772,SBS,957646530721,389164324106,568482206615,5837906448,2018
2764,00131692,서흥,639100629515,330928257845,308172371670,29384182358,2018
2765,00132628,성문전자,43264100900,13901637374,29362463526,193399025,2018
2766,00133335,성창기업지주,648660747359,159282203271,489378544088,-7933704173,2018
