기업명,자산총계,부채총계,자본총계,당기순이익,연도
비츠로셀,1.13891E+11,23456700077,90433999715,14134494410,2016
SK텔레콤,3.12977E+13,1.51812E+13,1.61164E+13,1.6601E+12,2016
DB하이텍,9.86789E+11,6.44871E+11,3.41917E+11,88344017895,2016
한샘,8.99418E+11,3.57885E+11,5.41533E+11,1.27527E+11,2016
한성기업,2.30856E+11,1.77807E+11,53048940570,-48304827,2016
서연,2.93349E+12,1.86146E+12,1.07203E+12,1.32366E+11,2016
한일철강,2.99918E+11,1.44739E+11,1.55178E+11,8360247787,2016
현대건설,1.98734E+13,1.17488E+13,8.12465E+12,7.31713E+11,2016
현대코퍼레이션,1.51418E+12,1.08123E+12,4.3295E+11,8067089402,2016
호텔신라,2.04096E+12,1.37941E+12,6.61541E+11,27830465718,2016
화승인더스트리,8.03886E+11,5.16225E+11,2.87661E+11,48736803793,2016
화신,9.64142E+11,5.70297E+11,3.93845E+11,48217843737,2016
한섬,1.03802E+12,1.5768E+11,8.80344E+11,56475910705,2016
케이엠더블유,2.083E+11,1.62737E+11,45563189808,3708180772,2016
강원랜드,3.97899E+12,7.2626E+11,3.25273E+12,4.54534E+11,2016
팜스코,6.63076E+11,3.6906E+11,2.94016E+11,26469789420,2016
신세계푸드,5.56151E+11,2.58972E+11,2.9718E+11,14288743060,2016
상상인,1.43589E+12,1.23787E+12,1.98014E+11,68380026517,2016
대아티아이,1.14635E+11,31681562970,82953770651,10846993416,2016
진양화학,43263735509,12674584201,30589151308,1312359585,2016
텔코웨어,1.16004E+11,10727997449,1.05276E+11,4503623621,2016
휴비스,9.14125E+11,5.16287E+11,3.97838E+11,9069810091,2016
리노공업,2.16719E+11,15797462049,2.00921E+11,35396237895,2016
티비에이치글로벌,5.60937E+11,3.11987E+11,2.48949E+11,266115555,2016
멀티캠퍼스,1.08377E+11,30341067849,78035596951,12902319265,2016
현대백화점,6.58726E+12,2.27667E+12,4.31059E+12,3.21112E+11,2016
비에이치,3.10622E+11,2.04588E+11,1.06034E+11,-24498437330,2016
다이나믹디자인,2.92356E+11,1.85693E+11,1.06662E+11,-18627816725,2016
이엔플러스,21839183899,7994394822,13844789077,2070551356,2016
STX엔진,8.30228E+11,7.22965E+11,1.07263E+11,-27951000000,2016
LIG넥스원,1.79148E+12,1.15983E+12,6.31649E+11,77051466022,2016
다원시스,2.38005E+11,98920054950,1.39085E+11,6764328275,2016
코오롱생명과학,3.54573E+11,94784487576,2.59788E+11,12665386974,2016
유진테크,2.39672E+11,27931109433,2.11741E+11,31952314175,2016
이노션,1.67507E+12,9.96818E+11,6.78253E+11,77973082619,2016
쌍방울,2.23316E+11,49000638955,1.74316E+11,-16304024029,2016
미원홀딩스,2.54838E+11,38301796127,2.16536E+11,34515223058,2016
콜마비앤에이치,1.5869E+11,29947606883,1.28742E+11,29743678026,2016
해성디에스,2.50953E+11,89602353484,1.61351E+11,18849483999,2016
화승엔터프라이즈,4.36691E+11,2.43901E+11,1.9279E+11,34935211727,2016
KG케미칼,1.26353E+12,7.53317E+11,5.10212E+11,28347116846,2016
경동나비엔,4.29755E+11,1.90993E+11,2.38762E+11,37469924107,2016
경방,1.30191E+12,6.22068E+11,6.79843E+11,29474988386,2016
계룡건설산업,1.51344E+12,1.18403E+12,3.29409E+11,18620153448,2016
광명전기,1.46859E+11,48795959062,98063359627,11593891042,2016
남광토건,1.75894E+11,1.35242E+11,40652217932,-2149172879,2016
사조대림,6.71744E+11,4.12587E+11,2.59157E+11,10020556276,2016
대림비앤코,3.00494E+11,1.4613E+11,1.54364E+11,7358481894,2016
삼일씨엔에스,3.78939E+11,90212774504,2.88726E+11,37515485162,2016
대한화섬,4.83677E+11,83321756498,4.00356E+11,15337504071,2016
대현,2.497E+11,87100499980,1.62599E+11,46878124841,2016
동방,5.88529E+11,4.39448E+11,1.4908E+11,31349870097,2016
동부건설,6.82118E+11,4.29054E+11,2.53065E+11,53680425635,2016
동양,1.00469E+12,1.42006E+11,8.62688E+11,24456833275,2016
DRB동일,7.01207E+11,2.70797E+11,4.30409E+11,48913644333,2016
무림P&P,1.0953E+12,5.61199E+11,5.34097E+11,-790942081,2016
핸즈코퍼레이션,6.73242E+11,3.6864E+11,3.04602E+11,34711429083,2016
두올,2.20602E+11,98904760083,1.21698E+11,12737352556,2016
모나미,1.66157E+11,90823006970,75334070018,5724117871,2016
미원상사,3.29574E+11,90359268103,2.39214E+11,26368950313,2016
태경비케이,2.78844E+11,1.12355E+11,1.66489E+11,5330664078,2016
사조씨푸드,3.2291E+11,1.39429E+11,1.83482E+11,7557646271,2016
삼아알미늄,1.87571E+11,82592993048,1.04978E+11,1010773383,2016
삼영전자공업,4.92574E+11,23944052940,4.6863E+11,13207680772,2016
삼일제약,1.00995E+11,48124699582,52870789379,886602993,2016
포스코엠텍,1.61517E+11,84683320097,76833244709,3117534375,2016
삼정펄프,2.1161E+11,33811151641,1.77799E+11,19322947778,2016
코스모신소재,2.29677E+11,1.783E+11,51376854581,1385218859,2016
서울반도체,1.09058E+12,4.38651E+11,6.51932E+11,37547268630,2016
세하,1.72282E+11,1.59589E+11,12693134045,5472854558,2016
신대양제지,3.62737E+11,97813788014,2.64923E+11,16988254016,2016
무림페이퍼,1.90453E+12,1.31303E+12,5.91501E+11,-1438449454,2016
유니켐,66903488425,38446074467,28457413958,1748564352,2016
에넥스,1.52747E+11,93766673927,58980242796,1866640935,2016
한솔로지스틱스,97883701319,53857332893,44026368426,3634224009,2016
영풍제지,1.2138E+11,26992875368,94386658146,5495655062,2016
사조오양,2.92401E+11,1.64102E+11,1.28299E+11,11344746198,2016
동서,1.32704E+12,1.29646E+11,1.19739E+12,1.22359E+11,2016
파미셀,1.01953E+11,7358291168,94595058693,-676712098,2016
이구산업,2.61857E+11,1.60871E+11,1.00986E+11,4499789772,2016
인천도시가스,3.6025E+11,1.97429E+11,1.62821E+11,8591879893,2016
일진홀딩스,1.06584E+12,6.13587E+11,4.52248E+11,-11429999353,2016
제일파마홀딩스,4.91985E+11,2.39905E+11,2.5208E+11,7890255024,2016
퍼스텍,2.02341E+11,1.27652E+11,74688701977,-368076121,2016
조광피혁,2.26636E+11,21471371600,2.05165E+11,21638349984,2016
조선내화,9.70226E+11,3.36032E+11,6.34194E+11,18705194777,2016
아이에이치큐,2.56635E+11,35076218333,2.21558E+11,4223112975,2016
포스코 ICT,6.622E+11,2.87384E+11,3.74816E+11,37558729472,2016
롯데하이마트,3.00486E+12,1.1092E+12,1.89566E+12,1.21428E+11,2016
NICE,1.40825E+12,6.35018E+11,7.73235E+11,90779250509,2016
한전기술,7.75475E+11,3.64787E+11,4.10688E+11,22598766244,2016
한전KPS,1.09247E+12,3.02702E+11,7.89766E+11,88282576502,2016
한국전자홀딩스,1.79367E+11,62021126398,1.17346E+11,-13016523558,2016
한국카본,3.89485E+11,73444557796,3.16041E+11,16470646070,2016
한국프랜지공업,7.3303E+11,4.44284E+11,2.88747E+11,13033666396,2016
한신기계공업,95118369692,17830547526,77287822166,6169245344,2016
DB,2.14971E+11,63423581986,1.51547E+11,-20712778808,2016
한일현대시멘트,5.19923E+11,3.76919E+11,1.43004E+11,-1.49982E+11,2016
더존비즈온,2.36494E+11,83200315813,1.53294E+11,28238403195,2016
신일전자,80720575726,31067847508,49652728218,3759431657,2016
인팩,2.014E+11,92105137039,1.09294E+11,9269167317,2016
에스제이엠홀딩스,2.78846E+11,48186542638,2.30659E+11,15156635882,2016
유진기업,1.5196E+12,8.71606E+11,6.47996E+11,60694506143,2016
황금에스티,3.71879E+11,1.48304E+11,2.23576E+11,24896293976,2016
지니뮤직,1.1008E+11,41952579638,68126995458,8236380407,2016
현대에버다임,2.62385E+11,95088378701,1.67297E+11,17485208833,2016
YG PLUS,1.23034E+11,15747993484,1.07286E+11,-5447738337,2016
제이에스코퍼레이션,1.98836E+11,43441639992,1.55394E+11,10511357631,2016
에스에프에이,1.50526E+12,7.29634E+11,7.75626E+11,79563595259,2016
헬릭스미스,2.2754E+11,7108334812,2.20432E+11,550028007,2016
용평리조트,9.28946E+11,5.32504E+11,3.96442E+11,14321286191,2016
아프리카TV,83426396974,26121591428,57304805546,10048384460,2016
에스앤에스텍,1.20974E+11,45829794479,75143905236,8961484839,2016
유엔젤,58271070276,12015467318,46255602958,-4748462047,2016
삼성출판사,1.76479E+11,66673711225,1.09805E+11,9905223344,2016
테스,1.84848E+11,36683546285,1.48165E+11,31255902629,2016
차바이오텍,7.68929E+11,3.90068E+11,3.78861E+11,27400468161,2016
CJ제일제당,1.57662E+13,9.70576E+12,6.06048E+12,3.53549E+11,2016
풍산,2.71495E+12,1.48011E+12,1.23484E+12,1.37706E+11,2016
에스제이엠,2.05931E+11,37259295485,1.68672E+11,15017767845,2016
휴젤,2.94303E+11,20363018058,2.7394E+11,50900866847,2016
클리오,2.41042E+11,1.00013E+11,1.4103E+11,20812350798,2016
종근당,6.41699E+11,2.87448E+11,3.5425E+11,40946103409,2016
더블유게임즈,4.36961E+11,58747431648,3.78214E+11,48718418406,2016
한솔제지,1.41312E+12,9.66132E+11,4.46992E+11,42599085289,2016
LS전선아시아,2.75822E+11,1.45809E+11,1.30013E+11,14719411008,2016
일동제약,5.50354E+11,2.8194E+11,2.68414E+11,12578692724,2016
경보제약,2.03736E+11,74333640299,1.29402E+11,12705929801,2016
계양전기,2.43983E+11,64849787497,1.79133E+11,17233731189,2016
한솔피엔에스,1.0248E+11,69330757231,33149203737,784567268,2016
국제약품,1.29455E+11,61936189465,67519223676,798938857,2016
금양,1.78902E+11,1.44421E+11,34480744960,-20526294802,2016
금호건설,1.2746E+12,9.63345E+11,3.11258E+11,36036543069,2016
큐로,2.35945E+11,1.79289E+11,56656354308,-19305574908,2016
티웨이홀딩스,1.75552E+11,1.26399E+11,49153450993,3588147935,2016
대원제약,2.14682E+11,52668771700,1.62013E+11,19723251668,2016
대원화성,1.34922E+11,63790154413,71131743992,7227117362,2016
대창,5.65993E+11,3.86747E+11,1.79246E+11,11979505480,2016
대창단조,2.02433E+11,39231079747,1.63202E+11,13970140092,2016
대한전선,1.31581E+12,1.01669E+12,2.99123E+11,-15882820000,2016
덕성,1.08208E+11,42325131338,65882484452,2941791121,2016
디와이,7.22401E+11,3.18314E+11,4.04086E+11,21950235342,2016
스틱인베스트먼트,1.87984E+11,51824510954,1.3616E+11,14111262425,2016
오리온홀딩스,2.90886E+12,1.20397E+12,1.7049E+12,2.4905E+11,2016
티에이치엔,2.00561E+11,1.64433E+11,36127402456,15233185874,2016
미창석유공업,2.80206E+11,36363198501,2.43843E+11,30731864735,2016
백광산업,2.80793E+11,1.603E+11,1.20493E+11,2368277461,2016
범양건영,1.21941E+11,79365741353,42575604215,-1082062788,2016
샘표,1.1858E+11,10168431079,1.08411E+11,1629907151,2016
서부T&D,1.1099E+12,6.57365E+11,4.52534E+11,2812946443,2016
성보화학,1.94504E+11,33954767247,1.6055E+11,75039914110,2016
SH에너지화학,1.24489E+11,20399837033,1.04089E+11,18028878015,2016
신원,4.32328E+11,2.51339E+11,1.80989E+11,-5784601751,2016
아남전자,1.60089E+11,89445447736,70643534082,2824658303,2016
아시아나항공,8.22924E+12,7.18738E+12,1.04186E+12,52567627378,2016
한솔케미칼,6.99716E+11,3.58592E+11,3.41124E+11,58922577549,2016
원림,1.41504E+11,32767605732,1.08736E+11,10436744893,2016
율촌화학,5.26763E+11,2.05574E+11,3.21189E+11,20920335708,2016
이수화학,1.09788E+12,7.53761E+11,3.44118E+11,7863435570,2016
일성신약,3.38502E+11,18401133728,3.20101E+11,3017242040,2016
일성건설,2.77458E+11,1.8004E+11,97418015484,2075354358,2016
일신방직,9.04835E+11,2.10611E+11,6.94224E+11,20690638930,2016
제일연마,98362304568,27963005099,70399299469,4694959710,2016
광전자,2.42284E+11,38972275687,2.03312E+11,2022186395,2016
태원물산,44707584390,12245065119,32462519271,1430527210,2016
휴스틸,5.86849E+11,2.00932E+11,3.85917E+11,-556246539,2016
한국기업평가,1.22711E+11,22535659208,1.00176E+11,16871606199,2016
KISCO홀딩스,1.49396E+12,2.19987E+11,1.27397E+12,77864434261,2016
한라,2.07388E+12,1.7221E+12,3.51787E+11,10165369397,2016
아난티,6.73171E+11,3.61332E+11,3.11839E+11,27366877532,2016
한신공영,1.5534E+12,1.28528E+12,2.68114E+11,26669687772,2016
한창제지,1.5262E+11,93909286286,58711106062,16137522386,2016
혜인,2.34552E+11,1.43245E+11,91307616443,301155349,2016
화승코퍼레이션,1.33983E+12,1.01457E+12,3.25255E+11,58798995957,2016
환인제약,2.43441E+11,23311866172,2.20129E+11,16397455148,2016
휠라홀딩스,3.38491E+12,2.08275E+12,1.30216E+12,3.11126E+11,2016
LG헬로비전,1.84019E+12,8.73537E+11,9.66655E+11,21512792639,2016
호전실업,2.42727E+11,1.5311E+11,89617208688,16085722704,2016
삼표시멘트,1.26335E+12,6.66637E+11,5.96714E+11,50294748652,2016
위닉스,2.05336E+11,1.13714E+11,91621093376,-13883915417,2016
동원F&B,1.09229E+12,5.31684E+11,5.60602E+11,53721001689,2016
오스템임플란트,4.75257E+11,3.63526E+11,1.11731E+11,20332630122,2016
한세엠케이,2.29748E+11,74049857287,1.55698E+11,5009356469,2016
HDC현대EP,5.77185E+11,3.12136E+11,2.65049E+11,51137730540,2016
인선이엔티,3.01047E+11,1.55366E+11,1.45681E+11,472466823,2016
웹젠,3.01695E+11,62014911002,2.3968E+11,44875732000,2016
한미글로벌,1.49272E+11,50755365080,98516351480,8973344443,2016
파트론,5.06193E+11,1.21072E+11,3.85121E+11,28268100736,2016
셀트리온제약,5.10022E+11,1.65375E+11,3.44648E+11,2915525644,2016
네오팜,46509145265,7938253208,38570892057,7742493669,2016
제주항공,6.0031E+11,3.28382E+11,2.71928E+11,52974878607,2016
GKL,7.30178E+11,2.11451E+11,5.18726E+11,1.14343E+11,2016
엠씨넥스,2.94687E+11,2.31083E+11,63603765270,-24699655459,2016
후성,3.15083E+11,1.51705E+11,1.63379E+11,65591684931,2016
한국철강,9.41767E+11,1.72819E+11,7.68948E+11,46547075622,2016
PI첨단소재,3.0754E+11,78988847655,2.28551E+11,20977771637,2016
영원무역,2.38971E+12,1.01218E+12,1.37753E+12,1.08971E+11,2016
에스티팜,3.67779E+11,54533871586,3.13245E+11,61425867572,2016
잇츠한불,3.68859E+11,29110832801,3.39748E+11,58347858262,2016
동일고무벨트,2.76869E+11,99051600770,1.77817E+11,17884550687,2016
파마리서치,1.79332E+11,6867042849,1.72465E+11,13827125122,2016
엔케이맥스,67511554239,26835250882,40676303357,-4837497223,2016
엔에이치엔,1.83819E+12,3.27737E+11,1.51045E+12,7112343057,2016
알테오젠,47949615182,2720917760,45228697422,-3587198673,2016
지씨셀,54513700061,6416712620,48096987441,2327562875,2016
에코마케팅,79886625189,10351244916,69535380273,6743349973,2016
샘표식품,1.91529E+11,87837253262,1.03692E+11,5753596982,2016
예스코홀딩스,1.28606E+12,6.11394E+11,6.74663E+11,49172964971,2016
LS,9.71304E+12,6.4578E+12,3.25523E+12,2.15138E+11,2016
세아베스틸지주,3.53709E+12,1.54285E+12,1.99424E+12,1.04655E+11,2016
비비안,1.64439E+11,34257066334,1.30182E+11,-2289534515,2016
대우부품,66674665106,31268392906,35406272200,2462000976,2016
대웅,1.46729E+12,6.02654E+11,8.64632E+11,34573861962,2016
도화엔지니어링,3.08514E+11,82450178657,2.26064E+11,1263247858,2016
동원금속,4.93164E+11,4.29352E+11,63811991942,270239999,2016
롯데쇼핑,4.19159E+13,2.46519E+13,1.7264E+13,2.46875E+11,2016
에쓰씨엔지니어링,4.05774E+11,2.42827E+11,1.62947E+11,-22206688700,2016
SPC삼립,6.7465E+11,3.82314E+11,2.92336E+11,49531624754,2016
현대비앤지스틸,5.67743E+11,2.20538E+11,3.47204E+11,21876056773,2016
삼부토건,4.25669E+11,3.19067E+11,1.06602E+11,2.61442E+11,2016
삼성SDI,1.49003E+13,3.9362E+12,1.09641E+13,2.11111E+11,2016
삼성전기,7.66263E+12,3.32504E+12,4.33759E+12,22914358716,2016
삼성전자,2.62174E+14,6.92113E+13,1.92963E+14,2.27261E+13,2016
삼양식품,3.26696E+11,1.49154E+11,1.77542E+11,18793117788,2016
삼양통상,2.89192E+11,39296506715,2.49896E+11,22854085931,2016
삼천당제약,2.05113E+11,34110754689,1.71003E+11,15613624440,2016
CJ씨푸드,1.19741E+11,64456087973,55284423510,5372998779,2016
SK디스커버리,6.54594E+12,3.88351E+12,2.66243E+12,1.75865E+11,2016
쿠쿠홀딩스,7.14794E+11,1.47452E+11,5.67342E+11,80091564310,2016
세기상사,43903384535,19792171011,24111213524,-1142181148,2016
세방전지,1.08648E+12,2.59971E+11,8.2651E+11,62775950236,2016
세우글로벌,39207914464,7325258039,31882656425,428964334,2016
수산중공업,1.0861E+11,17336465400,91273050989,2902651620,2016
제이준코스메틱,1.15314E+11,28894962523,86418892635,12543872965,2016
신풍제지,1.46751E+11,1.05423E+11,41327541449,1158619988,2016
SIMPAC,4.17865E+11,1.77449E+11,2.40417E+11,16183842923,2016
아세아,1.70651E+12,4.81423E+11,1.22509E+12,67565442549,2016
GS리테일,4.72136E+12,2.36384E+12,2.35752E+12,2.73539E+11,2016
영풍,4.1349E+12,9.92592E+11,3.14231E+12,1.27379E+11,2016
웅진,8.38012E+11,4.81942E+11,3.5607E+11,-2605082962,2016
이건산업,4.71364E+11,3.09255E+11,1.62109E+11,486351075,2016
일정실업,68209325766,9308925369,58900400397,3169138728,2016
조흥,1.63459E+11,50292310307,1.13167E+11,8119809341,2016
JW중외제약,6.51078E+11,3.74765E+11,2.76313E+11,-10933543779,2016
브이티지엠피,62089520130,28669149073,33420371057,-14565415282,2016
DSR제강,1.90208E+11,63775622584,1.26433E+11,8688443133,2016
에이프로젠 MED,78576666412,43260084769,35316581643,2407357951,2016
코오롱글로벌,2.0837E+12,1.64749E+12,4.36212E+11,6137320223,2016
코웰패션,2.08456E+11,73257224074,1.35199E+11,21997926136,2016
지엠비코리아,4.66334E+11,2.37376E+11,2.28958E+11,19525567609,2016
한국공항,3.73405E+11,91623810372,2.81781E+11,17437898185,2016
롯데정밀화학,1.53094E+12,4.19274E+11,1.11166E+12,-43547466607,2016
NICE평가정보,2.18674E+11,63349081906,1.55325E+11,28312277925,2016
에스원,1.46038E+12,3.60431E+11,1.09995E+12,1.40546E+11,2016
한국내화,2.05577E+11,97552509227,1.08025E+11,5731695723,2016
한화솔루션,1.38179E+13,8.34959E+12,5.46833E+12,7.70944E+11,2016
한창,82275229102,43592551810,38682677292,4347837876,2016
한국조선해양,4.89493E+13,3.11627E+13,1.77866E+13,6.26991E+11,2016
롯데케미칼,1.58668E+13,6.46602E+12,9.40082E+12,1.83718E+12,2016
HLB글로벌,57821448591,13505634159,44315814432,-2299974758,2016
동화기업,1.21093E+12,5.81432E+11,6.29502E+11,58546450375,2016
모나리자,80562144152,11938529941,68623614211,5438682729,2016
화성산업,5.04056E+11,1.91502E+11,3.12554E+11,33665724532,2016
동아지질,2.9887E+11,1.49439E+11,1.4943E+11,11369214664,2016
케이티,3.05877E+13,1.7793E+13,1.27948E+13,7.97844E+11,2016
콘텐트리중앙,5.5019E+11,4.25174E+11,1.25017E+11,22403344239,2016
케이씨,4.72905E+11,1.32804E+11,3.40101E+11,51149052194,2016
광주신세계,6.55503E+11,1.21213E+11,5.3429E+11,45554028396,2016
신세계인터내셔날,9.66185E+11,4.87673E+11,4.78512E+11,17454543633,2016
솔브레인홀딩스,8.29391E+11,2.68418E+11,5.60973E+11,74520295421,2016
카카오,5.48412E+12,1.78117E+12,3.70294E+12,65455116983,2016
CJ ENM,2.75359E+12,1.3907E+12,1.36289E+12,32583105673,2016
NAVER,6.37064E+12,2.24104E+12,4.1296E+12,7.59073E+11,2016
AJ네트웍스,2.08132E+12,1.65383E+12,4.27486E+11,17079187443,2016
HLB생명과학,82678311580,54993340660,27684970920,-1251317623,2016
엘앤에프,2.02669E+11,1.15318E+11,87351067945,5224613001,2016
유비쿼스홀딩스,2.50106E+11,32353679812,2.17752E+11,23925421750,2016
동국S&C,4.34606E+11,1.47479E+11,2.87127E+11,15957877638,2016
형지엘리트,2.07611E+11,1.38377E+11,69233827497,-23967584053,2016
컴투스,7.11986E+11,77003278942,6.34983E+11,1.51767E+11,2016
SK디앤디,1.02141E+12,7.35869E+11,2.85536E+11,26341219278,2016
이엔에프테크놀로지,2.55574E+11,89295069162,1.66279E+11,21631581155,2016
톱텍,4.70737E+11,2.82257E+11,1.8848E+11,25868132868,2016
에코프로,3.46357E+11,1.72675E+11,1.73682E+11,-7236716778,2016
이월드,2.20226E+11,92183568317,1.28042E+11,2076548431,2016
제넥신,1.98712E+11,28467869322,1.70244E+11,-25030754249,2016
에이스테크,4.33736E+11,3.11035E+11,1.22701E+11,-32198142998,2016
원익머트리얼즈,2.62308E+11,41289034271,2.21019E+11,15670234025,2016
안트로젠,35427915199,1404084630,34023830569,371659585,2016
티케이케미칼,6.42762E+11,3.95572E+11,2.47191E+11,7739562038,2016
대성에너지,6.22323E+11,3.30025E+11,2.92298E+11,13982481878,2016
토니모리,1.81862E+11,54760773775,1.27101E+11,12899999898,2016
만도,4.46435E+12,2.9493E+12,1.51505E+12,2.1008E+11,2016
덕산네오룩스,1.18136E+11,9607494361,1.08528E+11,4673942495,2016
케이씨티시,3.42137E+11,1.63607E+11,1.7853E+11,8228580660,2016
가온전선,5.19226E+11,2.54653E+11,2.64573E+11,3988606152,2016
엘에스일렉트릭,2.26181E+12,1.19574E+12,1.06607E+12,80747592473,2016
남선알미늄,2.83414E+11,1.60844E+11,1.22569E+11,20399638414,2016
남해화학,5.30447E+11,1.32465E+11,3.97982E+11,14402619332,2016
쎌마테라퓨틱스,13114275473,7300066050,5814209423,-10824653399,2016
녹십자홀딩스,2.24928E+12,8.72266E+11,1.37701E+12,74263536764,2016
농심,2.48129E+12,6.78899E+11,1.80239E+12,1.9923E+11,2016
대영포장,2.09726E+11,71601282849,1.38125E+11,10718164348,2016
대우조선해양,1.50648E+13,1.44055E+13,6.59377E+11,-2.78949E+12,2016
대원강업,1.28836E+12,7.34193E+11,5.54171E+11,46141123594,2016
CJ대한통운,5.52119E+12,2.78193E+12,2.73927E+12,68210130933,2016
일진머티리얼즈,3.90767E+11,96066000000,2.94701E+11,40623000000,2016
동국제약,3.25098E+11,86761203501,2.38337E+11,40692830019,2016
동남합성,91693521835,25238546596,66454975239,7076751669,2016
디티알오토모티브,1.11554E+12,3.2507E+11,7.9047E+11,83981344493,2016
알루코,4.39409E+11,2.38157E+11,2.01252E+11,22256089701,2016
디아이,1.79577E+11,64401107621,1.15176E+11,1699862011,2016
동일제강,1.46805E+11,15797208737,1.31008E+11,4750613674,2016
동화약품,3.24605E+11,71679236748,2.52925E+11,26254318411,2016
MH에탄올,72339672957,8757790182,63581882775,8144683701,2016
보령,3.97901E+11,2.02552E+11,1.95349E+11,5614105349,2016
부광약품,2.37634E+11,23000151483,2.14634E+11,15807434671,2016
대우건설,9.97025E+12,7.90034E+12,2.06991E+12,-7.54927E+11,2016
대유플러스,9.45164E+11,8.25278E+11,1.19885E+11,9505298597,2016
삼양홀딩스,3.16945E+12,1.31881E+12,1.85063E+12,65138000000,2016
삼익THK,2.62544E+11,1.02773E+11,1.59771E+11,16537052074,2016
서원,2.23595E+11,1.31043E+11,92551885246,5539426884,2016
동원시스템즈,1.30874E+12,9.22198E+11,3.86543E+11,80586219532,2016
세원정공,6.62999E+11,93378026132,5.6962E+11,56809840064,2016
송원산업,8.29523E+11,4.75334E+11,3.54189E+11,42244000000,2016
신세계,9.95454E+12,5.2616E+12,4.69294E+12,3.23365E+11,2016
사조동아원,4.67516E+11,3.95625E+11,71891802151,4848339531,2016
GS글로벌,1.32642E+12,9.72158E+11,3.54265E+11,16073111502,2016
SKC,3.52884E+12,2.00492E+12,1.52392E+12,29262916133,2016
영진약품,1.99354E+11,93186384222,1.06168E+11,4202183115,2016
조광페인트,2.52382E+11,69119880366,1.83262E+11,18202786115,2016
CS홀딩스,2.93927E+11,32038731236,2.61889E+11,17138786404,2016
코오롱,3.33362E+12,2.50233E+12,8.31295E+11,28414330748,2016
참엔지니어링,6.87008E+11,6.33411E+11,53597650629,13004672949,2016
태영건설,3.48934E+12,2.22796E+12,1.26138E+12,1813338972,2016
포스코스틸리온,4.05761E+11,2.00803E+11,2.04958E+11,31409663774,2016
POSCO홀딩스,7.9763E+13,3.39246E+13,4.58384E+13,1.04817E+12,2016
한국석유공업,2.62227E+11,1.23248E+11,1.38979E+11,11815155447,2016
카프로,4.7385E+11,2.21913E+11,2.51937E+11,-7623257671,2016
한국앤컴퍼니,3.09749E+12,2.28112E+11,2.86938E+12,2.69457E+11,2016
한미사이언스,9.69249E+11,3.21685E+11,6.47564E+11,7940308277,2016
HDC,5.78458E+12,3.02968E+12,2.7549E+12,3.30961E+11,2016
현대엘리베이터,2.10756E+12,1.31648E+12,7.91077E+11,1.16934E+11,2016
현대자동차,1.78836E+14,1.06491E+14,7.23446E+13,5.71965E+12,2016
SK하이닉스,3.2216E+13,8.1925E+12,2.40235E+13,2.96048E+12,2016
한솔홀딩스,2.00675E+12,1.38562E+12,6.21127E+11,-7728538000,2016
남성,2.04535E+11,1.3115E+11,73385505851,1327729751,2016
넥센타이어,2.61791E+12,1.41516E+12,1.20275E+12,1.75962E+11,2016
일진디스플,1.53937E+11,90104449842,63832826329,-66684182399,2016
SK렌터카,1.15765E+12,9.23295E+11,2.34353E+11,6830557286,2016
한솔홈데코,2.89305E+11,1.46569E+11,1.42737E+11,7487736123,2016
원익홀딩스,8.62636E+11,1.40561E+11,7.22074E+11,1.98964E+11,2016
KT서브마린,1.56993E+11,55572674719,1.01421E+11,5145917875,2016
다우데이타,1.01748E+13,8.45881E+12,1.71603E+12,1.7406E+11,2016
이오테크닉스,4.08605E+11,86430212117,3.22174E+11,19443122366,2016
한라홀딩스,1.91404E+12,9.57541E+11,9.56496E+11,80406763030,2016
케이티스카이라이프,7.77948E+11,2.31452E+11,5.46496E+11,68863322695,2016
HDC랩스,2.40035E+11,64208999089,1.75826E+11,18859405350,2016
LG생활건강,4.50216E+12,1.88132E+12,2.62084E+12,5.7924E+11,2016
드림어스컴퍼니,50075192360,11940563863,38134628497,-9986956689,2016
SNT모티브,1.24816E+12,4.59378E+11,7.88778E+11,34344245534,2016
엘비세미콘,2.12305E+11,1.18055E+11,94249403811,13513419599,2016
티케이지휴켐스,7.48875E+11,2.55566E+11,4.93308E+11,39903580904,2016
해태제과식품,7.96349E+11,5.01642E+11,2.94707E+11,25463709635,2016
나스미디어,2.63925E+11,1.59502E+11,1.04423E+11,11972406014,2016
덴티움,1.87358E+11,1.17918E+11,69440076129,19999696037,2016
락앤락,7.50897E+11,78906165865,6.71991E+11,46975527091,2016
세원이앤씨,3.7493E+11,1.78526E+11,1.96404E+11,-8938728321,2016
KEC,3.83109E+11,1.80909E+11,2.022E+11,75021929,2016
웅진씽크빅,5.08664E+11,2.27567E+11,2.81097E+11,23695775681,2016
진양홀딩스,5.54263E+11,1.60489E+11,3.93773E+11,34773357583,2016
인바이오젠,12375562931,6624117248,5751445683,-2255875008,2016
씨에스윈드,3.85687E+11,87057692261,2.98629E+11,-17243617954,2016
초록뱀헬스케어,28844768027,15408397064,13436370963,-8620667204,2016
KC코트렐,1.53491E+11,83179210675,70312013068,910730251,2016
하림,4.61068E+11,2.51556E+11,2.09513E+11,19134376535,2016
LS네트웍스,1.26132E+12,6.5839E+11,6.02933E+11,-87143063570,2016
LG디스플레이,2.48843E+13,1.14219E+13,1.34624E+13,9.31508E+11,2016
현대위아,7.02208E+12,3.76349E+12,3.25859E+12,1.30727E+11,2016
